session_id,is_anomalous,attack_type,risk_score,reconstruction_error,anomaly_score,predicted_label
SES-009346,0,None,5.95,0.109126,0.022547,0
SES-010069,0,None,1.2,0.018862,0.001938,0
SES-009559,0,None,6.1,0.175483,0.037697,0
SES-006965,0,None,9.7188,0.163182,0.034889,0
SES-002317,0,None,6.4346,0.456276,0.101806,0
SES-010321,0,None,4.4357,0.130824,0.027501,0
SES-002626,0,None,3.4562,0.471961,0.105387,0
SES-003833,0,None,2.4214,0.10965,0.022667,0
SES-001185,0,None,6.0,0.215491,0.046831,0
SES-005344,1,Brute Force,43.6,1.815108,0.412045,1
SES-004054,0,None,5.7,0.615888,0.138247,0
SES-012500,0,None,3.025,0.14192,0.030034,0
SES-008676,0,None,2.85,0.047126,0.008392,0
SES-007398,0,None,3.4187,0.160688,0.034319,0
SES-008446,0,None,4.125,0.176939,0.038029,0
SES-003549,0,None,0.45,0.065359,0.012554,0
SES-007059,0,None,4.45,0.863655,0.194816,1
SES-003777,0,None,1.7409,0.164699,0.035235,0
SES-000549,0,None,9.1857,0.186381,0.040185,0
SES-006881,0,None,5.25,0.126146,0.026433,0
SES-002593,1,Privilege Escalation,40.2929,0.123001,0.025715,0
SES-009879,0,None,1.7,0.309691,0.068338,0
SES-007111,0,None,4.9667,0.157373,0.033562,0
SES-007257,0,None,5.7,0.124895,0.026147,0
SES-004347,0,None,6.35,0.154073,0.032809,0
SES-001060,1,Suspicious PowerShell,39.4886,0.461384,0.102972,0
SES-008668,0,None,5.35,0.079414,0.015763,0
SES-002020,0,None,6.0714,0.192595,0.041604,0
SES-008670,0,None,5.7,0.184311,0.039713,0
SES-004553,0,None,3.0214,0.112412,0.023297,0
SES-008936,1,Beaconing C2,42.5,0.571138,0.12803,0
SES-008401,0,None,2.0375,0.154611,0.032932,0
SES-001400,0,None,1.3434,0.161756,0.034563,0
SES-011029,0,None,4.75,0.100757,0.020636,0
SES-007593,0,None,11.65,0.530293,0.118705,0
SES-000779,0,None,0.0,0.177173,0.038083,0
SES-013006,0,None,6.5125,0.110153,0.022781,0
SES-002443,0,None,6.9437,0.203793,0.044161,0
SES-005852,0,None,10.2,0.104809,0.021561,0
SES-012323,0,None,3.9687,0.435596,0.097084,0
SES-003883,0,None,6.35,0.139929,0.02958,0
SES-006830,0,None,2.85,0.157803,0.033661,0
SES-008776,0,None,3.3875,0.153018,0.032568,0
SES-011819,0,None,8.2,0.120837,0.025221,0
SES-003983,0,None,2.45,0.216443,0.047049,0
SES-009134,0,None,10.2875,0.135106,0.028479,0
SES-002106,0,None,3.775,0.305283,0.067332,0
SES-003762,0,None,5.35,0.113273,0.023494,0
SES-000159,0,None,0.0,0.678951,0.152645,1
SES-007591,0,None,5.4429,0.179085,0.038519,0
SES-001369,0,None,2.8375,0.107019,0.022066,0
SES-007162,0,None,5.6,0.095907,0.019529,0
SES-003579,0,None,6.2143,0.15612,0.033276,0
SES-006845,0,None,2.9438,0.204511,0.044325,0
SES-010107,0,None,10.65,0.173905,0.037337,0
SES-008683,0,None,10.1143,0.628575,0.141144,0
SES-005545,0,None,1.7,0.424135,0.094468,0
SES-007975,0,None,8.95,0.185871,0.040069,0
SES-006070,0,None,3.6429,0.188615,0.040695,0
SES-002725,0,None,5.4875,0.217614,0.047316,0
SES-012240,0,None,1.4,0.226585,0.049364,0
SES-003951,0,None,3.275,0.050289,0.009114,0
SES-011389,0,None,9.2857,0.147332,0.03127,0
SES-002588,0,None,1.8833,0.144919,0.030719,0
SES-009159,0,None,5.65,0.154308,0.032863,0
SES-001331,0,None,5.5,0.056583,0.010551,0
SES-010491,0,None,3.75,0.122763,0.02566,0
SES-001014,0,None,3.9482,0.70304,0.158145,1
SES-010137,0,None,7.5714,0.389224,0.086497,0
SES-011752,0,None,9.7929,0.150324,0.031953,0
SES-007544,0,None,3.35,0.09214,0.018669,0
SES-005201,0,None,3.55,0.23743,0.05184,0
SES-002691,0,None,3.55,0.177587,0.038178,0
SES-007192,0,None,2.0562,0.171661,0.036825,0
SES-000064,1,Privilege Escalation,38.0,1.358427,0.307778,1
SES-000842,0,None,4.6282,0.449323,0.100218,0
SES-011744,0,None,6.0687,0.080985,0.016122,0
SES-009550,0,None,9.8,0.135287,0.02852,0
SES-012241,0,None,10.1773,0.49014,0.109537,0
SES-005867,0,None,6.8438,0.436249,0.097233,0
SES-006568,0,None,4.9,0.08943,0.01805,0
SES-010702,0,None,2.1375,0.160279,0.034226,0
SES-002244,1,Data Exfiltration,48.9485,0.510612,0.114211,0
SES-008572,0,None,4.375,0.164338,0.035153,0
SES-006788,0,None,2.6,0.146501,0.03108,0
SES-011843,0,None,3.75,0.072249,0.014127,0
SES-008044,0,None,4.05,0.060951,0.011548,0
SES-003269,0,None,9.5154,0.359139,0.079628,0
SES-007053,0,None,4.85,0.011831,0.000333,0
SES-005524,0,None,4.2714,0.134242,0.028281,0
SES-001497,0,None,2.5857,0.338944,0.075017,0
SES-004544,0,None,5.4429,0.125924,0.026382,0
SES-012424,0,None,10.7333,0.169652,0.036366,0
SES-008065,0,None,4.8375,0.124771,0.026119,0
SES-011356,0,None,2.1,0.201394,0.043613,0
SES-001813,0,None,9.15,0.101536,0.020814,0
SES-008348,0,None,8.925,0.169134,0.036247,0
SES-009109,0,None,2.75,0.533721,0.119487,0
SES-006582,1,Insider Threat,30.825,1.616549,0.366711,1
SES-003744,0,None,8.5286,0.216807,0.047132,0
SES-010710,0,None,4.175,0.141902,0.03003,0
SES-004602,0,None,12.5714,0.207607,0.045031,0
SES-002983,0,None,9.5857,0.170648,0.036593,0
SES-007661,1,Privilege Escalation,42.5214,0.52244,0.116912,0
SES-012125,0,None,8.6071,0.115469,0.023995,0
SES-007877,0,None,2.775,0.132188,0.027812,0
SES-011841,0,None,1.2,0.02538,0.003427,0
SES-005525,0,None,4.6,0.170464,0.036551,0
SES-004789,0,None,5.35,0.146432,0.031064,0
SES-002985,0,None,3.625,0.185593,0.040005,0
SES-008816,0,None,6.625,0.330002,0.072976,0
SES-009868,0,None,6.6,0.147089,0.031214,0
SES-011724,0,None,3.3833,0.154831,0.032982,0
SES-004490,0,None,3.9,0.129132,0.027115,0
SES-005281,0,None,12.65,0.328749,0.07269,0
SES-004051,0,None,5.2,0.07754,0.015336,0
SES-012571,0,None,6.3625,0.184735,0.03981,0
SES-002681,0,None,2.375,0.259441,0.056866,0
SES-012433,0,None,5.925,0.102958,0.021139,0
SES-010146,0,None,3.2,0.084395,0.016901,0
SES-005968,0,None,6.0,0.059298,0.011171,0
SES-007755,0,None,8.7929,0.17077,0.036621,0
SES-003032,0,None,2.9071,0.212593,0.04617,0
SES-007445,0,None,4.2687,0.304317,0.067112,0
SES-012957,0,None,3.5167,0.473641,0.10577,0
SES-008692,0,None,10.25,0.136375,0.028768,0
SES-005227,0,None,5.9167,0.24148,0.052765,0
SES-002899,0,None,3.25,0.183831,0.039603,0
SES-009737,0,None,6.225,0.39659,0.088179,0
SES-002610,0,None,2.9,0.118571,0.024703,0
SES-004464,0,None,2.425,0.264974,0.058129,0
SES-002678,0,None,4.8955,0.649755,0.14598,0
SES-012116,0,None,8.7,0.065675,0.012627,0
SES-001248,0,None,4.4583,0.168575,0.03612,0
SES-002350,0,None,4.8355,0.167782,0.035939,0
SES-001125,0,None,6.625,0.21006,0.045592,0
SES-009150,0,None,2.95,0.017362,0.001596,0
SES-004030,0,None,6.05,0.073684,0.014455,0
SES-011473,0,None,2.6688,0.176607,0.037954,0
SES-000223,0,None,0.0,0.293286,0.064593,0
SES-004500,0,None,2.4,0.28551,0.062818,0
SES-001904,0,None,5.4,0.37581,0.083434,0
SES-003263,0,None,5.1357,0.154596,0.032928,0
SES-011557,0,None,4.7318,0.586781,0.131602,0
SES-000880,0,None,1.3625,0.122994,0.025713,0
SES-000377,0,None,0.0,0.140222,0.029647,0
SES-006292,0,None,2.1,0.158519,0.033824,0
SES-004603,0,None,3.7214,0.426733,0.095061,0
SES-009856,0,None,3.475,0.1018,0.020874,0
SES-002230,0,None,3.6714,0.190542,0.041135,0
SES-005857,0,None,7.2,0.135306,0.028524,0
SES-004495,0,None,2.3214,0.545573,0.122194,0
SES-006409,1,Malware Execution,45.9286,0.646559,0.14525,0
SES-011463,0,None,3.35,0.135745,0.028624,0
SES-012808,0,None,2.45,0.169328,0.036292,0
SES-009631,0,None,4.125,0.382937,0.085061,0
SES-010975,0,None,3.35,0.133906,0.028204,0
SES-012408,0,None,4.275,0.127115,0.026654,0
SES-008359,0,None,2.825,0.13195,0.027758,0
SES-011378,0,None,10.75,0.487181,0.108862,0
SES-011879,0,None,3.0,0.096726,0.019716,0
SES-006243,0,None,8.5875,0.119112,0.024827,0
SES-011255,0,None,3.4,0.220192,0.047905,0
SES-001858,0,None,3.8,0.171646,0.036821,0
SES-007306,0,None,2.725,0.128465,0.026962,0
SES-005512,0,None,3.95,0.368304,0.081721,0
SES-009739,0,None,6.55,0.186651,0.040247,0
SES-007836,0,None,2.9,0.215365,0.046803,0
SES-010796,0,None,4.7125,0.16191,0.034598,0
SES-007137,0,None,1.9538,0.342754,0.075887,0
SES-005150,0,None,4.2625,0.16586,0.0355,0
SES-007118,0,None,4.65,0.213737,0.046431,0
SES-000929,0,None,5.5583,0.164363,0.035158,0
SES-004534,0,None,4.1,0.148773,0.031599,0
SES-000730,0,None,2.4,0.271932,0.059718,0
SES-004057,0,None,3.85,0.148305,0.031492,0
SES-000725,0,None,4.875,0.150334,0.031955,0
SES-005032,0,None,5.5143,0.131696,0.0277,0
SES-005136,0,None,3.7687,0.378931,0.084147,0
SES-007609,0,None,0.45,0.07555,0.014881,0
SES-009385,0,None,4.25,0.149095,0.031672,0
SES-001829,0,None,5.2374,0.408685,0.09094,0
SES-000525,0,None,8.2917,0.430537,0.095929,0
SES-012444,0,None,5.0607,0.347544,0.076981,0
SES-012040,0,None,5.05,0.651184,0.146306,0
SES-000584,0,None,0.0,0.215493,0.046832,0
SES-000200,1,Insider Threat,24.0,0.282031,0.062023,0
SES-009168,0,None,3.7,0.111289,0.023041,0
SES-004077,0,None,5.55,0.284337,0.06255,0
SES-003888,0,None,8.881,0.141525,0.029944,0
SES-010549,0,None,3.175,0.17001,0.036448,0
SES-008723,0,None,10.0,0.183466,0.03952,0
SES-011045,0,None,2.7937,0.151892,0.032311,0
SES-002164,0,None,9.0,0.265989,0.058361,0
SES-009567,0,None,8.3375,0.283755,0.062417,0
SES-012783,0,None,2.8562,0.260845,0.057186,0
SES-000583,0,None,0.0,0.079836,0.01586,0
SES-002158,0,None,6.1667,0.208597,0.045258,0
SES-011351,0,None,2.875,0.093025,0.018871,0
SES-001168,0,None,6.3571,0.083528,0.016703,0
SES-010381,0,None,6.05,0.149104,0.031674,0
SES-000286,0,None,0.0,0.180509,0.038845,0
SES-000349,0,None,0.0,0.156126,0.033278,0
SES-011552,0,None,2.125,0.230947,0.05036,0
SES-007489,0,None,10.6357,0.169694,0.036376,0
SES-005137,0,None,2.725,0.139617,0.029509,0
SES-002872,0,None,6.95,0.146445,0.031067,0
SES-004529,0,None,2.5,0.118154,0.024608,0
SES-002635,0,None,2.1,0.155982,0.033245,0
SES-005881,0,None,5.8857,0.476867,0.106507,0
SES-004225,0,None,6.75,0.469383,0.104798,0
SES-009453,0,None,3.5,0.171777,0.036851,0
SES-001687,0,None,8.6549,0.49382,0.110377,0
SES-005348,1,Insider Drift,32.525,0.658126,0.147891,0
SES-007822,1,Malware Execution,47.325,0.978176,0.220962,1
SES-008353,0,None,2.825,0.135811,0.02864,0
SES-000334,0,None,1.5,0.194118,0.041952,0
SES-010292,1,Off-hours Access,23.45,0.168532,0.03611,0
SES-007586,0,None,3.75,0.04953,0.00894,0
SES-012704,0,None,8.55,0.128972,0.027078,0
SES-007752,0,None,5.475,0.08075,0.016068,0
SES-012150,0,None,2.1143,0.131753,0.027713,0
SES-002753,0,None,6.4,0.169821,0.036404,0
SES-009258,0,None,5.3625,0.132058,0.027783,0
SES-011149,0,None,6.4,0.219672,0.047786,0
SES-011245,0,None,3.7125,0.115047,0.023899,0
SES-001521,0,None,2.3125,0.122972,0.025708,0
SES-003217,0,None,5.05,0.845658,0.190707,1
SES-008167,0,None,7.15,0.311554,0.068764,0
SES-005339,1,Brute Force,36.7437,0.717498,0.161446,1
SES-002034,0,None,1.55,0.12676,0.026573,0
SES-011229,0,None,10.05,0.488872,0.109248,0
SES-004813,0,None,1.225,0.187183,0.040368,0
SES-007807,0,None,3.7,0.18711,0.040352,0
SES-004877,0,None,4.05,0.067334,0.013005,0
SES-008182,0,None,6.1,0.04839,0.00868,0
SES-000843,0,None,3.4892,0.162926,0.03483,0
SES-008206,0,None,6.65,0.307619,0.067865,0
SES-011599,0,None,4.175,0.119199,0.024847,0
SES-009818,0,None,4.5333,0.123695,0.025873,0
SES-008052,0,None,4.05,0.218272,0.047466,0
SES-001986,0,None,3.1475,0.621354,0.139495,0
SES-012100,0,None,2.6,0.080501,0.016012,0
SES-006063,0,None,2.2,0.025679,0.003495,0
SES-000073,0,None,0.0,0.162173,0.034658,0
SES-012860,0,None,4.35,0.135778,0.028632,0
SES-006500,0,None,0.75,0.029765,0.004428,0
SES-012382,0,None,3.5875,0.14041,0.02969,0
SES-010129,0,None,6.525,0.429563,0.095707,0
SES-001717,0,None,0.0,0.047666,0.008515,0
SES-012301,0,None,5.3895,0.309127,0.06821,0
SES-002929,0,None,1.25,0.078891,0.015644,0
SES-011964,0,None,5.1,0.120609,0.025169,0
SES-007322,0,None,9.125,0.124538,0.026066,0
SES-004713,0,None,5.2562,0.157993,0.033704,0
SES-003322,0,None,2.45,0.152849,0.03253,0
SES-011239,0,None,4.8214,0.154104,0.032816,0
SES-008282,0,None,3.05,0.174766,0.037533,0
SES-009598,1,Lateral Movement,37.1,1.79991,0.408575,1
SES-005970,1,Impossible Travel,35.775,0.082585,0.016487,0
SES-008855,0,None,3.8,0.017659,0.001664,0
SES-000937,0,None,5.2625,0.375677,0.083404,0
SES-011134,0,None,4.175,0.138793,0.02932,0
SES-000989,1,Brute Force,36.9,3.395383,0.772842,1
SES-008025,0,None,4.2333,0.409988,0.091238,0
SES-008743,0,None,11.4,0.085672,0.017192,0
SES-004325,0,None,5.4929,0.157915,0.033686,0
SES-005070,0,None,3.275,0.399777,0.088906,0
SES-000746,0,None,4.9821,0.113125,0.02346,0
SES-009858,0,None,4.4813,0.185843,0.040062,0
SES-002328,0,None,4.5357,0.165741,0.035473,0
SES-001786,0,None,2.65,0.30363,0.066955,0
SES-003832,0,None,4.7375,0.250174,0.05475,0
SES-007859,1,Low-and-Slow Exfiltration,43.225,1.003363,0.226713,1
SES-012864,0,None,3.0875,0.130708,0.027474,0
SES-009435,0,None,3.55,0.138421,0.029235,0
SES-000586,0,None,0.0,0.312669,0.069018,0
SES-004117,0,None,0.375,0.04694,0.008349,0
SES-012879,0,None,3.6437,0.317174,0.070047,0
SES-004411,0,None,2.075,0.165332,0.03538,0
SES-006802,0,None,4.65,0.182841,0.039377,0
SES-007961,0,None,2.525,0.117274,0.024407,0
SES-009971,1,Brute Force,37.7,2.279472,0.518065,1
SES-012310,0,None,3.15,0.157067,0.033493,0
SES-005577,0,None,3.9,0.105551,0.021731,0
SES-002947,0,None,3.37,0.160978,0.034385,0
SES-011078,0,None,4.3187,0.149286,0.031716,0
SES-004074,0,None,6.7167,0.243485,0.053223,0
SES-010278,1,Low-and-Slow Exfiltration,36.3687,0.438139,0.097665,0
SES-005216,0,None,5.3,0.116918,0.024326,0
SES-012263,0,None,4.15,0.054601,0.010098,0
SES-004107,0,None,12.4,0.16048,0.034272,0
SES-009190,0,None,5.525,0.096023,0.019555,0
SES-008686,0,None,5.275,0.170234,0.036499,0
SES-007423,0,None,7.5727,0.237165,0.05178,0
SES-003416,0,None,7.325,0.149307,0.031721,0
SES-009314,0,None,2.8188,0.349371,0.077398,0
SES-012590,0,None,5.7571,0.1842,0.039687,0
SES-001795,0,None,6.3714,0.285046,0.062712,0
SES-001026,0,None,0.0,0.135009,0.028456,0
SES-007711,0,None,3.5,0.177591,0.038178,0
SES-001047,0,None,11.8333,0.37406,0.083035,0
SES-012087,0,None,4.45,0.287466,0.063264,0
SES-004874,0,None,3.8031,0.461491,0.102996,0
SES-002403,1,Brute Force,38.55,4.390326,1.0,1
SES-011014,0,None,9.3893,0.517019,0.115674,0
SES-008528,0,None,1.9857,0.470707,0.105101,0
SES-002663,0,None,2.5,0.181135,0.038988,0
SES-009110,0,None,2.875,0.312396,0.068956,0
SES-008672,0,None,4.6875,0.092459,0.018742,0
SES-007020,1,Off-hours Access,25.25,0.682333,0.153417,1
SES-003797,0,None,4.2643,0.198604,0.042976,0
SES-001009,0,None,0.0,0.174096,0.037381,0
SES-000289,0,None,0.0,0.01714,0.001545,0
SES-010906,0,None,3.2571,0.108517,0.022408,0
SES-008626,0,None,9.85,0.129883,0.027286,0
SES-006547,0,None,10.8187,0.304531,0.06716,0
SES-012411,0,None,7.0,0.517272,0.115732,0
SES-004570,0,None,8.8625,0.181699,0.039116,0
SES-005205,0,None,7.6188,0.27492,0.0604,0
SES-003807,0,None,4.25,0.103338,0.021225,0
SES-008642,1,Credential Stuffing,42.8,2.646185,0.60179,1
SES-006261,0,None,2.35,0.973615,0.219921,1
SES-006514,0,None,4.75,0.446907,0.099667,0
SES-004373,0,None,2.1333,0.24731,0.054096,0
SES-006524,0,None,3.8875,0.252275,0.05523,0
SES-008587,0,None,9.675,0.141924,0.030035,0
SES-003947,0,None,4.5167,0.452365,0.100913,0
SES-004305,0,None,3.8,0.141198,0.029869,0
SES-008031,0,None,10.125,0.804966,0.181416,1
SES-004803,0,None,2.0,0.1305,0.027427,0
SES-009197,0,None,1.9833,0.375034,0.083257,0
SES-002178,0,None,2.9875,0.104654,0.021526,0
SES-010464,0,None,14.3571,0.279892,0.061535,0
SES-011061,1,Credential Stuffing,37.35,2.087956,0.474339,1
SES-008476,0,None,3.9,0.135401,0.028546,0
SES-011597,0,None,3.55,0.367435,0.081522,0
SES-000913,0,None,5.3582,0.267792,0.058772,0
SES-008873,0,None,5.7429,0.12139,0.025347,0
SES-012435,0,None,3.05,0.172385,0.03699,0
SES-007801,0,None,4.875,0.076399,0.015075,0
SES-005773,0,None,4.9571,0.180198,0.038774,0
SES-000979,0,None,10.0857,0.158222,0.033756,0
SES-009866,0,None,2.075,0.047117,0.00839,0
SES-008397,0,None,4.0875,0.167704,0.035921,0
SES-009399,0,None,2.475,0.149818,0.031837,0
SES-001159,1,Impossible Travel,35.7429,0.258587,0.056671,0
SES-009545,0,None,6.0,0.201938,0.043737,0
SES-000010,1,Malware Execution,38.0,0.9053,0.204324,1
SES-002466,0,None,7.35,0.188465,0.040661,0
SES-002092,1,Credential Stuffing,38.7143,1.104412,0.249783,1
SES-010601,0,None,11.3286,0.182666,0.039337,0
SES-011684,0,None,3.95,0.146858,0.031162,0
SES-011609,0,None,3.35,0.120161,0.025066,0
SES-009462,0,None,11.4,0.230923,0.050355,0
SES-006283,0,None,1.4143,0.133483,0.028108,0
SES-007457,0,None,7.6214,0.205653,0.044585,0
SES-002390,0,None,6.3714,0.099872,0.020434,0
SES-003718,0,None,4.3,0.253797,0.055577,0
SES-010068,0,None,3.075,0.052037,0.009513,0
SES-009402,0,None,6.3786,0.2064,0.044756,0
SES-009451,0,None,10.8,0.143859,0.030477,0
SES-010250,1,Malware Execution,43.2,1.320505,0.29912,1
SES-008140,0,None,7.2591,0.286084,0.062949,0
SES-007943,0,None,3.55,0.158512,0.033822,0
SES-010473,0,None,5.5,0.0979,0.019984,0
SES-004271,0,None,5.775,0.778492,0.175372,1
SES-006594,0,None,4.5375,0.073616,0.014439,0
SES-001641,0,None,5.2381,0.423415,0.094303,0
SES-005058,0,None,2.3,0.155498,0.033134,0
SES-009892,0,None,5.2187,0.145656,0.030887,0
SES-005394,0,None,11.95,0.041646,0.00714,0
SES-000013,0,None,0.0,0.066944,0.012916,0
SES-010258,0,None,4.6,0.348187,0.077128,0
SES-011747,0,None,6.725,0.142359,0.030135,0
SES-012356,0,None,3.8333,0.163634,0.034992,0
SES-012368,0,None,4.3167,0.202724,0.043916,0
SES-002219,1,Lateral Movement,39.0476,0.363341,0.080588,0
SES-007195,0,None,6.725,0.176491,0.037927,0
SES-008657,0,None,4.8438,0.181013,0.03896,0
SES-005963,0,None,4.95,0.446104,0.099483,0
SES-000882,0,None,3.2143,0.648307,0.145649,0
SES-009600,0,None,9.1429,0.198958,0.043057,0
SES-000659,0,None,0.0,0.406436,0.090427,0
SES-008506,0,None,6.2,0.358005,0.079369,0
SES-004081,0,None,3.9333,0.170272,0.036507,0
SES-007496,0,None,11.6167,0.386957,0.085979,0
SES-002991,0,None,4.7333,0.170815,0.036631,0
SES-011873,0,None,3.3,0.519299,0.116195,0
SES-001043,0,None,2.4,0.395794,0.087997,0
SES-009426,0,None,7.05,0.379834,0.084353,0
SES-006908,0,None,5.0375,0.361984,0.080278,0
SES-006531,0,None,6.075,0.090647,0.018328,0
SES-011111,0,None,3.35,0.077408,0.015305,0
SES-008824,1,Device Spoofing,42.0,0.089605,0.01809,0
SES-003395,0,None,2.95,0.172389,0.036991,0
SES-012231,0,None,2.5125,0.165141,0.035336,0
SES-011422,0,None,8.1,0.467636,0.104399,0
SES-011737,0,None,5.55,0.203976,0.044202,0
SES-004811,0,None,3.7375,0.150785,0.032058,0
SES-012135,0,None,3.05,0.147666,0.031346,0
SES-007385,1,USB Data Theft,39.05,0.159437,0.034034,0
SES-011705,0,None,7.1063,0.415033,0.092389,0
SES-002021,0,None,0.8869,0.445624,0.099374,0
SES-010322,0,None,3.075,0.636574,0.14297,0
SES-005371,0,None,12.3125,0.098075,0.020024,0
SES-003205,0,None,3.8875,0.410329,0.091315,0
SES-010749,0,None,2.2071,0.388729,0.086384,0
SES-001790,0,None,7.3429,0.141414,0.029919,0
SES-004845,0,None,3.0,0.154218,0.032842,0
SES-007334,0,None,1.4,0.139391,0.029457,0
SES-010851,0,None,7.6,0.138534,0.029261,0
SES-000227,0,None,0.0,0.203032,0.043987,0
SES-008316,0,None,3.3786,0.172517,0.03702,0
SES-000150,0,None,0.0,0.605023,0.135767,0
SES-003688,0,None,2.7833,0.152364,0.032419,0
SES-003684,0,None,3.85,0.206638,0.04481,0
SES-011858,0,None,3.35,0.145395,0.030828,0
SES-008932,0,None,1.05,0.052021,0.009509,0
SES-011387,0,None,5.1833,0.410626,0.091383,0
SES-003264,0,None,2.975,0.358004,0.079369,0
SES-008503,0,None,2.675,0.1423,0.030121,0
SES-001952,0,None,4.035,0.38283,0.085037,0
SES-002600,0,None,4.8846,0.371141,0.082368,0
SES-006014,0,None,6.1364,0.224847,0.048968,0
SES-002914,0,None,6.45,0.319318,0.070537,0
SES-008951,0,None,5.1625,0.305234,0.067321,0
SES-005526,0,None,4.8357,0.106809,0.022018,0
SES-011113,0,None,11.8571,0.158114,0.033732,0
SES-002716,0,None,4.4625,0.169065,0.036232,0
SES-008248,0,None,4.6687,0.165774,0.03548,0
SES-007546,0,None,5.625,0.390692,0.086832,0
SES-010176,0,None,4.575,0.385845,0.085726,0
SES-000782,0,None,0.0,0.144033,0.030517,0
SES-003604,1,Malware Execution,42.7625,0.453323,0.101132,0
SES-002387,1,Credential Stuffing,37.225,1.431608,0.324487,1
SES-011419,0,None,7.0,0.156749,0.03342,0
SES-008681,0,None,4.85,0.12026,0.025089,0
SES-004092,1,Device Spoofing,37.7812,0.248464,0.05436,0
SES-002912,0,None,5.975,0.170438,0.036545,0
SES-009410,0,None,2.2,0.213681,0.046418,0
SES-002123,0,None,3.6,0.084314,0.016882,0
SES-011969,0,None,3.6545,0.320736,0.07086,0
SES-009757,0,None,7.25,0.146755,0.031138,0
SES-008509,0,None,8.6437,0.314584,0.069456,0
SES-004531,0,None,2.575,0.133965,0.028218,0
SES-009386,0,None,3.7,0.586123,0.131451,0
SES-010254,0,None,1.05,0.138457,0.029244,0
SES-005595,0,None,5.2667,0.562045,0.125954,0
SES-009106,0,None,6.1909,0.486651,0.108741,0
SES-001661,1,Off-hours Access,22.2374,0.173137,0.037162,0
SES-009510,0,None,6.75,0.026471,0.003676,0
SES-003404,1,Privilege Escalation,49.2833,2.108451,0.479019,1
SES-002172,0,None,8.2375,0.072258,0.01413,0
SES-005940,0,None,2.65,0.17939,0.038589,0
SES-008897,0,None,9.5,0.147123,0.031222,0
SES-004675,0,None,10.5729,0.15764,0.033623,0
SES-000851,0,None,3.1714,0.135759,0.028628,0
SES-010728,0,None,6.05,0.192413,0.041563,0
SES-005399,0,None,3.1214,0.168355,0.03607,0
SES-007510,0,None,4.2,0.191991,0.041466,0
SES-010593,0,None,10.075,0.138341,0.029217,0
SES-003240,0,None,7.1571,0.150873,0.032078,0
SES-011459,0,None,1.675,0.281182,0.06183,0
SES-010866,0,None,4.5,0.248772,0.05443,0
SES-007696,0,None,3.95,0.113701,0.023591,0
SES-011002,0,None,2.5,0.129508,0.0272,0
SES-006275,1,Privilege Escalation,41.1333,0.252279,0.055231,0
SES-007197,0,None,10.4591,0.676283,0.152036,1
SES-005743,0,None,3.4,0.093864,0.019062,0
SES-003592,1,Brute Force,38.025,3.013317,0.685611,1
SES-007996,0,None,4.8357,0.204335,0.044284,0
SES-006082,0,None,5.625,0.036662,0.006002,0
SES-007022,0,None,4.975,0.104087,0.021396,0
SES-000167,0,None,0.0,0.203524,0.044099,0
SES-011185,0,None,0.6,0.036954,0.006069,0
SES-005837,0,None,6.8,0.307304,0.067793,0
SES-010898,0,None,4.9,0.23493,0.05127,0
SES-011109,1,Lateral Movement,42.1,0.25641,0.056174,0
SES-006840,0,None,3.55,0.139604,0.029506,0
SES-010489,1,Lateral Movement,35.9,0.731574,0.16466,1
SES-012962,1,Device Spoofing,37.15,0.20123,0.043576,0
SES-002088,0,None,2.4286,0.483914,0.108116,0
SES-004622,0,None,5.1,0.097313,0.01985,0
SES-001360,0,None,5.0,0.113846,0.023625,0
SES-006958,0,None,3.2625,0.182754,0.039357,0
SES-007682,0,None,4.5833,0.175476,0.037695,0
SES-012819,0,None,4.05,0.591356,0.132646,0
SES-001676,0,None,9.7684,0.577145,0.129402,0
SES-011338,1,Low-and-Slow Exfiltration,46.3875,1.242776,0.281374,1
SES-007286,1,USB Data Theft,34.0125,0.293995,0.064755,0
SES-005855,0,None,11.6875,0.125294,0.026238,0
SES-001052,0,None,6.1429,0.380969,0.084612,0
SES-002591,0,None,6.5286,0.441602,0.098455,0
SES-008352,0,None,3.5,0.203957,0.044198,0
SES-000437,1,Low-and-Slow Exfiltration,34.0,0.276035,0.060654,0
SES-002907,0,None,3.7136,0.166341,0.03561,0
SES-006302,0,None,7.1,0.134173,0.028265,0
SES-002952,0,None,0.55,0.136016,0.028686,0
SES-005711,0,None,3.5,0.134688,0.028383,0
SES-008737,0,None,6.0321,0.51741,0.115764,0
SES-011231,0,None,12.7143,0.164157,0.035111,0
SES-000568,1,Privilege Escalation,42.3333,0.236932,0.051727,0
SES-004004,0,None,10.4333,0.160948,0.034379,0
SES-003616,0,None,3.05,0.162535,0.034741,0
SES-008048,0,None,5.4,0.141458,0.029929,0
SES-012651,0,None,3.0167,0.124426,0.02604,0
SES-009582,0,None,11.575,0.394826,0.087776,0
SES-009202,0,None,9.4,0.094447,0.019196,0
SES-004200,0,None,3.95,0.246393,0.053887,0
SES-011035,0,None,3.0429,0.214853,0.046686,0
SES-003094,0,None,6.2143,0.170681,0.036601,0
SES-006557,0,None,4.575,0.159198,0.033979,0
SES-008141,0,None,9.75,0.172091,0.036923,0
SES-000044,0,None,0.0,0.34278,0.075893,0
SES-002742,1,Data Exfiltration,43.1182,1.25389,0.283911,1
SES-002008,0,None,8.5,0.0669,0.012906,0
